,Email No.,the,to,ect,and,for,of,a,you,hou
4413,Email 4414,1,2,1,0,2,0,31,4,0
4414,Email 4415,15,12,4,7,4,10,161,3,1
4415,Email 4416,9,5,2,3,2,6,85,1,1
4416,Email 4417,6,24,7,5,3,5,455,2,2
4417,Email 4418,3,4,1,1,1,1,23,1,0
4418,Email 4419,39,28,12,38,11,27,330,6,1
4419,Email 4420,0,3,2,1,0,1,19,0,0
4420,Email 4421,1,3,1,2,2,2,26,4,1
4421,Email 4422,3,0,1,0,2,3,14,4,0
4422,Email 4423,1,4,3,1,1,0,16,0,0
4423,Email 4424,2,2,1,2,0,1,23,0,2
4424,Email 4425,33,12,12,8,9,4,170,5,5
4425,Email 4426,0,0,1,0,1,0,3,0,0
4426,Email 4427,0,3,2,0,2,0,16,0,0
4427,Email 4428,3,0,3,0,0,0,20,5,0
4428,Email 4429,36,16,15,8,10,5,208,6,8
4429,Email 4430,41,43,20,36,17,47,381,9,1
4430,Email 4431,0,6,1,2,1,9,42,2,0
4431,Email 4432,0,2,1,0,2,1,9,1,0
4432,Email 4433,0,0,1,0,1,0,3,0,0
4433,Email 4434,3,1,1,0,3,0,15,1,0
4434,Email 4435,8,7,4,0,6,2,34,1,2
4435,Email 4436,3,4,6,2,6,3,50,1,2
4436,Email 4437,2,1,2,6,0,0,42,2,0
4437,Email 4438,0,4,2,0,1,0,11,0,0
4438,Email 4439,1,4,1,2,1,0,31,1,0
4439,Email 4440,6,5,4,2,0,9,57,3,1
4440,Email 4441,8,12,1,5,4,12,89,5,0
4441,Email 4442,4,7,3,5,3,3,44,5,3
4442,Email 4443,6,4,2,2,6,1,63,2,0
4443,Email 4444,16,2,1,0,2,4,66,3,4
4444,Email 4445,0,3,2,0,2,0,15,0,0
4445,Email 4446,33,26,7,21,9,16,242,6,2
4446,Email 4447,0,0,1,0,1,0,3,0,0
4447,Email 4448,0,4,4,0,2,0,11,0,1
4448,Email 4449,25,17,39,10,11,4,233,2,22
4449,Email 4450,0,0,1,0,0,0,5,0,0
4450,Email 4451,8,10,4,1,6,3,43,1,2
4451,Email 4452,2,3,1,2,0,9,49,1,0
4452,Email 4453,3,6,1,1,3,2,18,0,1
4453,Email 4454,2,3,3,0,0,0,9,0,0
4454,Email 4455,2,3,2,2,1,3,32,2,1
4455,Email 4456,20,19,1,3,11,23,135,9,1
4456,Email 4457,0,0,1,0,1,0,3,0,0
4457,Email 4458,0,5,2,0,2,0,16,0,3
4458,Email 4459,0,0,2,0,0,0,1,0,0
4459,Email 4460,18,17,29,6,8,12,170,2,17
4460,Email 4461,13,12,20,3,7,10,121,1,12
4461,Email 4462,9,9,11,1,5,4,82,1,7
4462,Email 4463,37,16,5,22,5,19,228,6,2
4463,Email 4464,0,0,1,0,0,0,5,1,0
4464,Email 4465,5,4,1,6,5,8,59,0,2
4465,Email 4466,2,1,2,0,0,0,21,1,2
4466,Email 4467,5,5,5,0,2,3,31,7,0
4467,Email 4468,2,4,1,1,0,2,21,1,0
4468,Email 4469,0,0,1,0,0,0,7,0,0
4469,Email 4470,2,5,1,1,1,1,22,7,1
4470,Email 4471,2,10,6,1,1,0,48,0,6
4471,Email 4472,37,27,6,22,11,24,221,1,1
4472,Email 4473,5,5,3,5,3,3,38,2,0
4473,Email 4474,0,0,1,0,1,0,3,0,0
4474,Email 4475,4,2,1,2,1,4,34,5,0
4475,Email 4476,0,0,1,0,0,0,4,0,0
4476,Email 4477,0,3,2,0,2,0,15,0,0
4477,Email 4478,5,3,1,3,0,1,34,3,1
4478,Email 4479,0,0,1,0,1,0,1,2,0
4479,Email 4480,10,12,26,3,12,1,135,1,14
4480,Email 4481,0,0,1,0,0,0,0,0,0
4481,Email 4482,11,16,6,6,11,5,118,7,2
4482,Email 4483,0,2,3,5,1,2,30,0,1
4483,Email 4484,3,2,1,1,0,0,13,1,0
4484,Email 4485,1,3,1,1,3,2,42,2,1
4485,Email 4486,0,2,3,5,1,2,35,0,1
4486,Email 4487,1,5,1,1,0,4,33,2,1
4487,Email 4488,3,4,2,0,1,0,36,1,0
4488,Email 4489,15,13,5,11,5,15,138,18,1
4489,Email 4490,0,0,1,0,1,0,3,0,0
4490,Email 4491,11,13,26,3,11,2,142,1,13
4491,Email 4492,7,3,1,3,3,2,43,3,0
4492,Email 4493,3,8,2,3,3,2,76,4,2
4493,Email 4494,2,0,1,1,1,0,9,1,0
4494,Email 4495,0,0,1,1,2,2,7,0,0
4495,Email 4496,3,0,1,1,0,1,13,1,0
4496,Email 4497,12,1,1,6,3,9,24,0,0
4497,Email 4498,0,0,1,0,1,0,3,0,0
4498,Email 4499,0,0,1,0,0,0,7,0,0
4499,Email 4500,8,2,1,4,2,2,32,5,0
4500,Email 4501,4,2,1,0,4,0,30,0,4
4501,Email 4502,4,0,1,0,1,0,21,0,1
4502,Email 4503,9,0,2,1,0,1,22,1,0
4503,Email 4504,3,5,3,1,3,2,29,0,1
4504,Email 4505,21,15,5,8,5,8,153,7,1
4505,Email 4506,7,8,3,1,1,2,39,0,0
4506,Email 4507,8,3,1,2,3,2,26,0,0
4507,Email 4508,3,2,1,1,2,0,20,0,0
4508,Email 4509,0,0,1,0,1,0,3,0,0
4509,Email 4510,3,8,1,1,2,0,53,4,0
4510,Email 4511,0,3,2,0,2,0,16,0,0
4511,Email 4512,3,0,1,2,1,0,16,1,0
4512,Email 4513,0,1,1,2,0,1,20,1,0
4513,Email 4514,3,1,2,0,0,0,10,0,0
4514,Email 4515,2,3,1,2,0,2,20,1,0
4515,Email 4516,2,0,1,1,0,1,22,2,0
4516,Email 4517,2,0,3,0,1,1,16,0,1
4517,Email 4518,1,0,1,1,1,1,8,1,0
4518,Email 4519,3,3,1,1,0,2,31,1,0
4519,Email 4520,6,3,1,1,0,0,34,0,2
4520,Email 4521,0,0,1,0,1,0,3,0,0
4521,Email 4522,7,3,1,0,3,1,19,0,1
4522,Email 4523,5,10,3,1,6,0,71,1,4
4523,Email 4524,3,6,1,4,2,2,41,8,0
4524,Email 4525,7,12,15,1,11,0,98,3,12
4525,Email 4526,5,13,6,2,7,2,108,3,4
4526,Email 4527,5,1,6,1,4,1,13,1,3
4527,Email 4528,1,0,1,0,0,1,1,0,0
4528,Email 4529,7,5,1,3,2,3,32,9,3
4529,Email 4530,0,0,1,0,1,0,3,0,0
4530,Email 4531,3,1,1,0,3,0,12,1,0
4531,Email 4532,6,5,2,5,2,1,40,5,0
4532,Email 4533,2,0,1,0,2,0,3,0,0
4533,Email 4534,0,0,1,0,1,0,3,0,0
4534,Email 4535,6,9,77,2,1,0,101,2,37
4535,Email 4536,26,15,24,9,11,5,183,2,19
4536,Email 4537,40,33,7,21,9,21,241,7,2
4537,Email 4538,20,7,1,6,9,7,94,1,3
4538,Email 4539,30,62,5,36,14,12,847,13,9
4539,Email 4540,0,0,1,0,1,0,3,0,0
4540,Email 4541,1,0,1,0,0,0,8,0,0
4541,Email 4542,11,9,1,1,1,4,47,1,1
4542,Email 4543,13,17,1,5,4,1,94,3,2
4543,Email 4544,0,0,1,0,1,0,3,0,0
4544,Email 4545,15,11,8,1,14,2,146,2,1
4545,Email 4546,3,0,1,1,2,0,16,2,0
4546,Email 4547,11,39,3,8,3,5,432,0,1
4547,Email 4548,18,7,1,12,4,7,94,6,1
4548,Email 4549,3,4,1,2,2,0,29,1,0
4549,Email 4550,0,3,2,0,2,0,17,0,0
4550,Email 4551,1,1,2,0,0,1,17,0,0
4551,Email 4552,0,2,3,5,1,2,36,1,2
4552,Email 4553,0,0,1,0,1,0,3,0,0
4553,Email 4554,9,9,1,4,3,7,51,8,1
4554,Email 4555,13,14,14,4,1,2,105,2,4
4555,Email 4556,3,3,3,1,0,0,12,0,0
4556,Email 4557,10,5,3,0,5,2,49,2,2
4557,Email 4558,15,18,3,12,6,22,210,28,3
4558,Email 4559,18,14,4,3,5,0,93,1,2
4559,Email 4560,0,0,1,0,1,0,3,0,0
4560,Email 4561,7,3,7,1,0,0,46,1,2
4561,Email 4562,9,21,7,9,8,9,417,0,0
4562,Email 4563,2,0,2,2,3,1,33,1,1
4563,Email 4564,12,8,2,1,1,4,47,2,0
4564,Email 4565,0,3,2,0,2,0,15,0,0
4565,Email 4566,0,1,2,4,0,4,17,0,0
4566,Email 4567,0,0,1,0,1,0,3,0,0
4567,Email 4568,4,2,1,1,0,3,22,2,0
4568,Email 4569,0,3,2,0,2,0,16,0,0
4569,Email 4570,11,21,1,10,10,13,186,3,0
4570,Email 4571,0,0,1,0,0,0,3,0,0
4571,Email 4572,5,4,1,0,1,5,26,1,0
4572,Email 4573,2,2,1,0,2,2,16,1,0
4573,Email 4574,1,0,1,1,2,0,11,0,1
4574,Email 4575,0,0,1,0,1,0,3,0,0
4575,Email 4576,1,0,1,1,1,0,22,0,1
4576,Email 4577,3,7,1,1,1,6,19,7,0
4577,Email 4578,3,3,6,0,2,0,46,1,1
4578,Email 4579,8,11,15,0,11,0,92,2,11
4579,Email 4580,2,0,1,2,1,0,25,1,2
4580,Email 4581,1,0,1,1,3,0,11,1,1
4581,Email 4582,4,3,1,2,1,1,22,1,0
4582,Email 4583,17,5,4,4,4,2,91,2,1
4583,Email 4584,3,7,1,2,3,1,30,5,0
4584,Email 4585,11,6,8,0,7,2,62,3,4
4585,Email 4586,9,4,2,0,5,2,40,3,0
4586,Email 4587,0,3,2,0,2,0,15,0,0
4587,Email 4588,0,0,1,0,1,0,3,0,0
4588,Email 4589,1,2,1,1,2,0,29,4,1
4589,Email 4590,2,7,4,0,2,2,29,3,0
4590,Email 4591,0,5,2,0,1,0,14,0,0
4591,Email 4592,5,3,1,2,1,0,32,4,0
4592,Email 4593,6,2,7,3,5,0,49,2,4
4593,Email 4594,4,12,5,3,3,1,49,2,1
4594,Email 4595,6,3,1,1,1,2,18,0,0
4595,Email 4596,4,2,1,1,0,0,27,2,0
4596,Email 4597,0,0,1,0,0,0,1,0,0
4597,Email 4598,8,8,3,5,4,7,65,6,3
4598,Email 4599,2,5,5,3,2,2,105,2,1
4599,Email 4600,10,14,6,7,13,7,124,9,4
4600,Email 4601,3,2,1,1,1,0,23,3,0
4601,Email 4602,78,69,23,48,38,51,543,7,4
4602,Email 4603,0,0,1,0,1,0,3,0,0
4603,Email 4604,0,3,2,0,2,0,14,0,0
4604,Email 4605,3,16,6,6,19,2,126,8,3
4605,Email 4606,1,2,1,0,1,2,12,0,0
4606,Email 4607,2,20,9,4,27,1,141,12,2
4607,Email 4608,1,0,1,0,1,0,5,0,0
4608,Email 4609,3,1,1,1,2,0,17,1,0
4609,Email 4610,7,15,9,4,3,1,81,2,2
4610,Email 4611,0,2,3,5,1,2,32,0,1
4611,Email 4612,17,43,14,15,13,11,222,9,3
4612,Email 4613,5,14,9,3,3,1,71,2,2
4613,Email 4614,3,3,1,1,2,1,9,0,0
4614,Email 4615,7,12,2,6,3,2,57,8,0
4615,Email 4616,0,0,1,0,1,0,3,0,0
4616,Email 4617,3,0,1,2,2,0,21,1,1
4617,Email 4618,7,4,2,0,1,3,24,3,3
4618,Email 4619,1,1,1,0,2,1,9,0,0
4619,Email 4620,3,1,1,2,2,0,22,0,0
4620,Email 4621,0,1,2,0,0,0,14,0,1
4621,Email 4622,3,4,1,2,2,0,39,4,0
4622,Email 4623,0,1,1,1,1,0,9,0,0
4623,Email 4624,0,0,1,0,1,0,3,0,0
4624,Email 4625,9,2,1,5,12,3,67,1,0
4625,Email 4626,5,2,1,1,2,0,22,0,0
4626,Email 4627,3,3,1,1,4,0,22,0,1
4627,Email 4628,3,1,1,4,6,1,34,1,0
4628,Email 4629,2,4,2,1,3,1,16,5,1
4629,Email 4630,0,0,1,0,1,0,3,0,0
4630,Email 4631,9,7,12,0,5,5,47,1,6
4631,Email 4632,3,6,18,2,5,1,102,2,9
4632,Email 4633,4,1,1,3,0,0,18,0,0
4633,Email 4634,2,2,1,3,0,1,11,0,0
4634,Email 4635,3,12,6,1,6,1,53,3,5
4635,Email 4636,0,0,1,0,1,0,3,0,0
4636,Email 4637,0,1,1,0,0,0,22,0,2
4637,Email 4638,1,1,2,0,0,0,4,0,0
4638,Email 4639,0,0,1,0,1,0,2,0,0
4639,Email 4640,1,1,1,0,1,0,10,0,1
4640,Email 4641,14,15,3,13,9,6,104,0,0
4641,Email 4642,14,11,1,5,4,6,72,8,3
4642,Email 4643,11,19,1,10,10,15,188,3,0
4643,Email 4644,3,1,2,1,2,0,27,0,0
4644,Email 4645,2,6,2,2,1,1,34,0,0
4645,Email 4646,7,6,4,0,1,2,27,0,0
4646,Email 4647,12,26,5,9,10,5,125,13,1
4647,Email 4648,22,10,1,16,6,5,178,5,1
4648,Email 4649,0,4,2,0,2,0,14,0,0
4649,Email 4650,31,7,1,5,4,6,74,3,1
4650,Email 4651,13,2,3,5,2,4,58,2,0
4651,Email 4652,62,52,8,28,11,35,333,7,2
4652,Email 4653,1,1,1,4,1,1,28,7,2
4653,Email 4654,7,10,5,7,1,2,110,5,0
4654,Email 4655,1,2,1,0,1,1,14,0,0
4655,Email 4656,0,3,1,0,1,0,21,2,0
4656,Email 4657,0,2,3,5,1,2,34,1,2
4657,Email 4658,5,1,1,1,0,2,27,0,0
4658,Email 4659,0,2,1,0,0,0,5,1,0
4659,Email 4660,5,1,1,0,4,0,22,1,0
4660,Email 4661,1,0,1,0,0,1,7,1,0
4661,Email 4662,3,3,1,1,1,0,17,0,0
4662,Email 4663,2,4,1,1,0,0,21,1,1
4663,Email 4664,3,5,2,0,3,0,20,0,0
4664,Email 4665,5,1,1,2,0,3,39,3,0
4665,Email 4666,18,19,6,9,6,9,140,8,1
4666,Email 4667,5,21,6,8,11,1,126,5,0
4667,Email 4668,0,0,1,0,0,0,18,0,0
4668,Email 4669,4,13,4,7,10,1,87,4,0
4669,Email 4670,13,34,13,12,15,3,211,6,2
4670,Email 4671,9,11,2,4,5,5,73,14,0
4671,Email 4672,41,38,12,11,6,11,202,0,6
4672,Email 4673,8,3,2,1,1,4,38,3,0
4673,Email 4674,12,17,2,6,12,6,95,17,0
4674,Email 4675,2,4,1,0,0,0,28,0,1
4675,Email 4676,9,5,4,1,2,4,51,4,0
4676,Email 4677,0,2,3,5,1,3,36,0,1
4677,Email 4678,2,3,1,0,1,2,20,3,0
4678,Email 4679,5,6,3,5,3,0,46,2,0
4679,Email 4680,3,2,1,1,1,0,11,2,0
4680,Email 4681,4,2,1,3,2,0,18,1,0
4681,Email 4682,6,6,2,1,13,0,46,3,0
4682,Email 4683,6,9,3,6,1,1,54,4,0
4683,Email 4684,7,12,5,3,2,1,63,3,0
4684,Email 4685,3,1,1,1,1,0,16,0,0
4685,Email 4686,0,6,2,3,0,0,39,2,1
4686,Email 4687,3,6,1,3,0,1,38,1,0
4687,Email 4688,13,41,15,13,15,3,245,6,2
4688,Email 4689,0,1,2,1,1,2,25,0,0
4689,Email 4690,10,7,2,3,1,2,44,2,1
4690,Email 4691,18,10,4,6,12,2,180,5,0
4691,Email 4692,2,0,1,1,2,0,14,1,0
4692,Email 4693,2,0,1,0,1,1,10,0,0
4693,Email 4694,0,0,1,0,0,0,3,0,0
4694,Email 4695,2,4,1,2,1,0,29,1,0
4695,Email 4696,2,3,3,1,0,0,11,0,0
4696,Email 4697,5,4,1,5,4,3,61,3,0
4697,Email 4698,10,5,1,2,1,2,39,8,0
4698,Email 4699,14,7,5,4,5,2,73,2,3
4699,Email 4700,9,6,4,3,4,1,39,2,3
4700,Email 4701,4,10,7,3,4,0,105,3,0
4701,Email 4702,5,9,3,2,3,0,56,1,1
4702,Email 4703,2,1,1,4,4,1,23,0,0
4703,Email 4704,2,5,2,0,2,0,24,1,0
4704,Email 4705,6,12,9,3,7,0,142,3,0
4705,Email 4706,58,33,11,30,13,25,284,1,0
4706,Email 4707,5,4,3,3,2,0,44,3,0
4707,Email 4708,4,11,1,6,2,0,74,16,1
4708,Email 4709,25,26,1,3,1,5,105,15,0
4709,Email 4710,1,4,1,0,1,1,22,3,0
4710,Email 4711,4,4,3,0,4,0,51,3,3
4711,Email 4712,1,0,1,0,0,0,5,1,0
4712,Email 4713,4,6,5,0,4,0,75,3,3
4713,Email 4714,11,19,1,10,9,13,176,3,0
4714,Email 4715,2,0,3,2,1,4,16,1,0
4715,Email 4716,11,15,3,1,13,12,72,7,7
4716,Email 4717,12,8,6,4,5,1,74,2,3
4717,Email 4718,40,28,4,21,12,12,260,24,4
4718,Email 4719,7,5,1,3,6,0,35,3,1
4719,Email 4720,8,8,3,5,4,7,59,6,3
4720,Email 4721,0,0,1,0,0,0,5,0,0
4721,Email 4722,2,4,1,0,0,3,11,3,0
4722,Email 4723,6,5,5,3,9,0,85,5,1
4723,Email 4724,31,26,2,15,7,36,232,4,6
4724,Email 4725,1,2,1,0,1,0,17,1,0
4725,Email 4726,10,12,4,4,4,1,87,2,0
4726,Email 4727,2,0,2,1,0,3,25,0,0
4727,Email 4728,3,3,2,1,0,1,25,0,0
4728,Email 4729,4,5,3,4,1,0,46,2,0
4729,Email 4730,2,3,1,0,0,0,12,3,0
4730,Email 4731,9,11,3,2,6,2,123,21,1
4731,Email 4732,10,12,4,1,3,4,74,0,0
4732,Email 4733,16,8,2,7,4,6,67,4,2
4733,Email 4734,0,0,1,0,0,0,8,0,0
4734,Email 4735,2,0,1,1,1,1,31,0,2
4735,Email 4736,4,3,1,0,1,1,14,0,0
4736,Email 4737,11,16,6,6,11,5,112,7,2
4737,Email 4738,3,7,4,3,1,3,65,6,0
4738,Email 4739,0,0,1,0,0,0,5,0,0
4739,Email 4740,12,12,3,11,7,5,97,5,0
4740,Email 4741,11,9,5,8,5,3,73,6,0
4741,Email 4742,4,11,2,4,3,5,81,6,1
4742,Email 4743,7,7,2,6,5,1,52,7,0
4743,Email 4744,13,10,5,11,21,5,136,4,0
4744,Email 4745,0,1,1,0,0,0,5,0,0
4745,Email 4746,0,0,1,0,1,1,9,1,0
4746,Email 4747,0,1,1,0,1,0,9,0,0
4747,Email 4748,1,4,3,0,0,0,35,1,0
4748,Email 4749,2,3,3,0,1,1,32,6,1
4749,Email 4750,15,41,16,15,20,3,267,6,4
4750,Email 4751,7,15,3,8,7,3,98,21,1
4751,Email 4752,0,1,1,0,0,0,5,1,0
4752,Email 4753,0,1,1,0,0,0,5,1,0
4753,Email 4754,2,1,2,6,1,4,52,2,0
4754,Email 4755,3,4,1,1,3,0,14,6,0
4755,Email 4756,5,6,1,1,3,2,28,5,0
4756,Email 4757,12,15,3,10,6,4,136,17,5
4757,Email 4758,13,9,7,4,6,1,91,3,3
4758,Email 4759,0,3,1,0,0,0,4,1,0
4759,Email 4760,11,9,3,11,8,5,152,2,1
4760,Email 4761,0,0,1,0,0,0,3,1,0
4761,Email 4762,0,4,1,0,1,0,20,3,1
4762,Email 4763,18,10,2,5,3,0,73,3,7
4763,Email 4764,1,10,1,3,4,0,45,15,0
4764,Email 4765,2,4,1,0,1,0,22,1,2
4765,Email 4766,1,1,1,1,2,0,31,4,1
4766,Email 4767,2,4,2,1,3,0,35,2,0
4767,Email 4768,0,3,1,0,1,0,11,0,0
4768,Email 4769,5,7,1,5,3,1,52,7,0
4769,Email 4770,34,17,3,8,2,4,69,2,1
4770,Email 4771,0,1,1,0,1,0,15,4,0
4771,Email 4772,3,6,3,1,1,0,33,0,0
4772,Email 4773,1,4,1,2,1,0,25,1,0
4773,Email 4774,1,1,1,1,2,0,33,4,1
4774,Email 4775,1,8,2,0,2,1,27,5,0
4775,Email 4776,19,14,3,6,6,0,89,4,8
4776,Email 4777,2,5,1,2,0,1,33,0,0
4777,Email 4778,11,11,4,4,3,9,69,8,2
4778,Email 4779,6,0,1,1,3,0,19,0,1
4779,Email 4780,13,12,1,12,6,5,82,20,1
4780,Email 4781,2,2,1,1,3,1,51,2,0
4781,Email 4782,11,50,11,5,1,4,204,0,1
4782,Email 4783,1,0,1,0,0,0,2,0,0
4783,Email 4784,0,4,1,1,2,0,29,2,1
4784,Email 4785,0,0,1,0,0,0,3,0,0
4785,Email 4786,9,17,4,5,7,2,83,9,0
4786,Email 4787,0,5,3,1,2,0,62,0,0
4787,Email 4788,27,12,5,15,17,6,182,7,1
4788,Email 4789,0,0,1,0,0,0,9,1,0
4789,Email 4790,12,11,3,7,2,4,61,6,0
4790,Email 4791,2,1,2,2,0,0,16,0,0
4791,Email 4792,5,12,2,14,9,4,65,5,1
4792,Email 4793,35,25,2,17,15,8,162,6,1
4793,Email 4794,7,8,3,5,4,7,62,6,3
4794,Email 4795,8,4,1,1,1,1,20,6,3
4795,Email 4796,6,5,1,3,3,1,44,9,1
4796,Email 4797,0,1,1,1,1,2,34,2,0
4797,Email 4798,4,0,1,2,1,0,13,0,1
4798,Email 4799,2,2,1,2,0,0,21,0,0
4799,Email 4800,9,4,3,8,2,3,84,2,0
4800,Email 4801,1,9,3,3,2,3,89,0,0
4801,Email 4802,27,17,5,12,6,6,135,5,2
4802,Email 4803,13,7,4,13,4,5,65,1,0
4803,Email 4804,7,2,3,2,0,1,55,3,0
4804,Email 4805,30,20,7,12,7,6,163,5,2
4805,Email 4806,3,6,1,4,2,2,37,8,0
4806,Email 4807,18,9,2,12,19,10,167,9,0
4807,Email 4808,8,10,2,3,7,8,79,2,2
4808,Email 4809,3,2,1,0,1,0,21,3,0
4809,Email 4810,1,2,2,1,0,0,3,0,0
4810,Email 4811,3,4,1,2,1,1,26,3,0
4811,Email 4812,19,17,5,4,2,0,93,6,1
4812,Email 4813,7,4,3,3,1,4,31,2,1
4813,Email 4814,2,2,3,2,0,2,25,1,0
4814,Email 4815,0,0,1,1,1,1,2,0,0
4815,Email 4816,2,0,1,0,4,2,21,2,0
4816,Email 4817,17,13,3,5,4,7,76,3,2
4817,Email 4818,11,10,4,7,4,4,109,5,3
4818,Email 4819,5,1,1,1,4,2,34,8,0
4819,Email 4820,2,0,1,0,1,0,3,1,0
4820,Email 4821,37,27,15,18,12,13,226,2,3
4821,Email 4822,0,0,1,1,0,0,7,4,0
4822,Email 4823,6,5,4,3,1,3,63,2,2
4823,Email 4824,0,0,1,1,0,0,7,4,0
4824,Email 4825,20,25,7,9,7,0,296,5,2
4825,Email 4826,7,9,6,3,2,3,91,4,2
4826,Email 4827,2,3,1,2,2,2,23,4,0
4827,Email 4828,21,17,9,7,8,4,147,4,9
4828,Email 4829,12,11,5,4,7,3,99,4,8
4829,Email 4830,106,69,19,25,11,34,309,8,3
4830,Email 4831,2,5,3,1,1,3,56,1,1
4831,Email 4832,1,2,1,0,2,0,11,3,0
4832,Email 4833,2,3,1,1,0,1,13,5,0
4833,Email 4834,8,5,2,4,3,2,76,2,0
4834,Email 4835,2,2,2,4,7,1,60,0,0
4835,Email 4836,10,7,3,8,3,5,99,0,0
4836,Email 4837,11,3,1,2,3,1,37,2,0
4837,Email 4838,90,49,5,32,12,26,350,27,5
4838,Email 4839,0,3,3,0,1,0,10,1,0
4839,Email 4840,4,1,1,1,6,0,32,0,0
4840,Email 4841,11,12,4,4,3,8,69,8,2
4841,Email 4842,5,5,1,1,1,1,34,1,0
4842,Email 4843,3,2,2,1,2,3,25,0,1
4843,Email 4844,38,35,6,16,9,7,207,9,1
4844,Email 4845,12,5,7,3,7,5,65,6,0
4845,Email 4846,29,37,3,32,22,7,228,24,4
4846,Email 4847,6,2,1,4,3,0,33,1,1
4847,Email 4848,28,17,16,12,15,14,164,14,1
4848,Email 4849,11,20,2,4,8,9,128,33,4
4849,Email 4850,0,0,3,2,0,5,18,2,0
4850,Email 4851,3,1,3,0,3,1,30,8,0
4851,Email 4852,1,2,1,0,0,1,8,2,0
4852,Email 4853,1,0,1,0,1,0,2,0,0
4853,Email 4854,7,8,3,5,4,6,63,6,3
4854,Email 4855,32,15,3,8,4,10,124,4,3
4855,Email 4856,0,0,1,0,0,0,3,0,0
4856,Email 4857,4,0,1,0,4,0,27,1,0
4857,Email 4858,3,1,1,0,1,0,11,2,0
4858,Email 4859,1,2,2,1,1,2,25,5,0
4859,Email 4860,0,0,1,0,4,0,4,0,0
4860,Email 4861,9,6,4,2,1,6,40,1,0
4861,Email 4862,7,9,2,4,5,1,40,5,2
4862,Email 4863,3,5,1,1,3,1,22,4,0
4863,Email 4864,2,6,1,4,1,1,52,4,0
4864,Email 4865,5,4,1,3,1,0,29,3,0
4865,Email 4866,3,2,1,0,0,1,23,0,0
4866,Email 4867,2,0,1,3,2,0,20,1,0
4867,Email 4868,4,3,1,0,1,2,13,1,0
4868,Email 4869,3,2,1,0,1,0,17,6,0
4869,Email 4870,2,2,2,0,0,0,25,0,0
4870,Email 4871,3,1,1,2,3,0,20,0,1
4871,Email 4872,5,5,1,5,4,2,60,3,0
4872,Email 4873,56,35,4,9,0,17,198,3,7
4873,Email 4874,3,2,1,1,1,2,15,1,0
4874,Email 4875,2,1,1,0,1,0,4,1,0
4875,Email 4876,3,6,1,5,4,4,53,7,1
4876,Email 4877,2,5,1,3,2,1,30,4,0
4877,Email 4878,0,0,1,0,0,0,0,0,0
4878,Email 4879,1,1,5,1,1,1,25,0,0
4879,Email 4880,18,15,2,1,4,14,120,5,0
4880,Email 4881,34,25,4,16,20,19,214,21,6
4881,Email 4882,11,15,6,10,13,7,129,8,2
4882,Email 4883,9,5,1,0,1,5,42,5,0
4883,Email 4884,9,7,3,6,4,4,56,1,1
4884,Email 4885,0,0,1,1,1,0,9,0,0
4885,Email 4886,3,2,7,1,1,1,37,0,2
4886,Email 4887,4,2,2,1,2,1,23,1,0
4887,Email 4888,0,0,1,0,0,0,0,0,0
4888,Email 4889,12,6,5,4,3,12,109,5,0
4889,Email 4890,0,1,1,0,2,5,15,0,0
4890,Email 4891,5,3,2,3,1,4,39,0,3
4891,Email 4892,6,3,3,2,1,2,44,3,0
4892,Email 4893,19,10,3,11,5,9,99,7,0
4893,Email 4894,50,43,17,26,23,35,358,6,5
4894,Email 4895,10,7,3,5,5,1,83,8,0
4895,Email 4896,0,9,2,3,0,0,29,2,1
4896,Email 4897,10,12,6,12,1,4,149,5,0
4897,Email 4898,1,0,1,2,0,0,16,1,0
4898,Email 4899,72,45,3,26,6,23,395,13,2
4899,Email 4900,14,5,2,3,2,0,38,2,0
4900,Email 4901,48,54,3,30,23,34,310,23,7
4901,Email 4902,3,3,3,3,2,1,47,3,0
4902,Email 4903,2,2,2,3,2,0,34,2,0
4903,Email 4904,2,4,2,1,3,1,23,3,2
4904,Email 4905,27,47,11,42,12,10,1450,1,0
4905,Email 4906,2,1,1,2,1,0,39,1,1
4906,Email 4907,6,8,1,1,0,2,33,4,1
4907,Email 4908,0,0,1,0,0,0,3,0,0
4908,Email 4909,0,6,1,0,0,0,17,1,0
4909,Email 4910,0,6,1,0,0,0,20,1,0
4910,Email 4911,2,3,1,3,0,0,19,0,1
4911,Email 4912,14,20,5,8,4,4,193,5,0
4912,Email 4913,4,4,2,2,0,1,23,1,1
4913,Email 4914,2,5,1,1,3,0,48,3,0
4914,Email 4915,36,34,10,24,9,16,268,18,2
4915,Email 4916,2,4,2,0,0,4,27,2,1
4916,Email 4917,48,29,5,32,9,20,255,1,1
4917,Email 4918,14,28,9,9,4,4,265,6,0
4918,Email 4919,2,4,1,0,2,0,18,0,0
4919,Email 4920,12,10,1,4,2,3,53,2,0
4920,Email 4921,16,18,1,3,0,4,67,2,1
4921,Email 4922,12,11,7,10,10,7,128,7,1
4922,Email 4923,4,3,1,2,2,0,16,0,0
4923,Email 4924,6,14,2,2,5,6,98,11,1
4924,Email 4925,52,27,6,23,16,15,287,4,2
4925,Email 4926,1,1,1,0,1,0,11,0,0
4926,Email 4927,0,9,5,6,0,1,105,1,1
4927,Email 4928,0,0,1,0,0,0,2,0,0
4928,Email 4929,23,15,6,3,0,8,92,2,0
4929,Email 4930,2,1,1,1,1,1,9,0,0
